"","Date","rlc_end_time","specimenID","uid","plant_part","plantID","salinity","treatment","day_group","rlc_day","pmax","rETRmax","rETRmaxYpoint1","maxNPQ_Ypoint1","deltaNPQ","alpha.est","alpha.st_err","alpha.t","alpha.p","ek.est","ek.st_err","ek.t","ek.p","run"
"115","2024-08-11","09:12:03","ct147","2024-08-11_ct147","canopy",47,"35","4","c_d9_r2","9",78.34,75,75,0.756,0.527,0.676,0.027,25.381,0,115.934,9.527,12.169,0,"2"
"116","2024-08-11","09:16:35","ct148","2024-08-11_ct148","canopy",48,"28","4","c_d9_r2","9",100.02,104.96,104.96,0.562,0.487,0.569,0.009,64.198,0,175.914,6.71,26.219,0,"2"
"117","2024-08-11","09:21:18","ct141","2024-08-11_ct141","canopy",41,"35","1","c_d9_r2","9",107.4,101.64,101.64,1.325,1.182,0.767,0.028,27.181,0,140.02,11.562,12.11,0,"2"
"118","2024-08-11","09:26:08","ct142","2024-08-11_ct142","canopy",42,"28","1","c_d9_r2","9",103.65,97.44,97.44,0.817,0.648,0.672,0.024,28.321,0,154.129,12.672,12.163,0,"2"
"119","2024-08-11","09:35:29","ct144","2024-08-11_ct144","canopy",44,"28","2","c_d9_r2","9",125.32,121.36,121.36,0.852,0.637,0.641,0.018,35.98,0,195.352,13.838,14.117,0,"2"
"120","2024-08-11","09:39:54","ct143","2024-08-11_ct143","canopy",43,"35","2","c_d9_r2","9",77.11,75,75,1.064,0.827,0.727,0.022,32.336,0,106.128,6.61,16.057,0,"2"
"121","2024-08-11","09:45:55","ct105","2024-08-11_ct105","canopy",5,"35","3","c_d9_r2","9",83.87,88.56,88.56,0.617,0.416,0.638,0.021,29.678,0,131.505,9.708,13.546,0,"2"
"122","2024-08-11","09:50:42","ct106","2024-08-11_ct106","canopy",6,"28","3","c_d9_r2","9",81.28,81.18,79.38,0.911,0.56,0.541,0.01,51.666,0,150.118,6.698,22.413,0,"2"
"123","2024-08-11","09:55:12","ct107","2024-08-11_ct107","canopy",7,"35","4","c_d9_r2","9",59.53,66.42,66.25,0.661,0.33,0.441,0.019,23.323,0,134.99,12.809,10.538,0,"2"
"124","2024-08-11","10:01:04","ct108","2024-08-11_ct108","canopy",8,"28","4","c_d9_r2","9",108.94,101.25,101.25,0.744,0.469,0.556,0.014,38.63,0,195.883,12.937,15.141,0,"2"
"125","2024-08-11","10:06:25","ct101","2024-08-11_ct101","canopy",1,"35","1","c_d9_r2","9",137.54,126.25,126.25,1.353,1.201,0.81,0.028,28.512,0,169.74,14.38,11.804,0,"2"
"126","2024-08-11","10:10:54","ct102","2024-08-11_ct102","canopy",2,"28","1","c_d9_r2","9",92.5,87.5,87.5,0.982,0.779,0.685,0.032,21.282,0,135.051,14.047,9.614,0,"2"
"127","2024-08-11","10:15:22","ct103","2024-08-11_ct103","canopy",3,"35","2","c_d9_r2","9",96.41,94.38,94.38,1.034,0.854,0.669,0.029,23.143,0,144.104,14.131,10.198,0,"2"
"128","2024-08-11","10:20:07","ct104","2024-08-11_ct104","canopy",4,"28","2","c_d9_r2","9",147.84,138.75,138.75,0.487,0.424,0.588,0.005,126.417,0,251.391,5.6,44.895,0,"2"
"129","2024-08-11","10:24:59","ct113","2024-08-11_ct113","canopy",13,"35","3","c_d9_r2","9",99.75,96.76,96.76,0.825,0.625,0.668,0.027,24.314,0,149.247,14.119,10.571,0,"2"
"130","2024-08-11","10:29:51","ct114","2024-08-11_ct114","canopy",14,"28","3","c_d9_r2","9",110.42,104.38,104.38,0.921,0.859,0.743,0.02,38.016,0,148.545,8.971,16.558,0,"2"
"131","2024-08-11","10:34:25","ct115","2024-08-11_ct115","canopy",15,"35","4","c_d9_r2","9",92.87,91.25,91.25,0.69,0.605,0.683,0.027,25.2,0,135.902,11.967,11.357,0,"2"
"132","2024-08-11","10:39:03","ct116","2024-08-11_ct116","canopy",16,"28","4","c_d9_r2","9",124.65,114.8,114.8,0.699,0.634,0.702,0.023,30.706,0,177.662,14.221,12.493,0,"2"
"133","2024-08-11","10:43:50","ct109","2024-08-11_ct109","canopy",9,"35","1","c_d9_r2","9",103.89,91.02,91.02,0.764,0.602,0.607,0.03,20.233,0,171.23,20.51,8.349,0,"2"
"134","2024-08-11","10:48:42","ct110","2024-08-11_ct110","canopy",10,"28","1","c_d9_r2","9",148.37,135,135,0.48,0.455,0.583,0.014,42.103,0,254.389,17.097,14.879,0,"2"
"135","2024-08-11","10:53:54","ct111","2024-08-11_ct111","canopy",11,"35","2","c_d9_r2","9",91.13,91.84,91.84,0.538,0.408,0.483,0.004,110.42,0,188.478,4.291,43.924,0,"2"
"136","2024-08-11","10:58:56","ct112","2024-08-11_ct112","canopy",12,"28","2","c_d9_r2","9",144.59,133.12,133.12,0.89,0.806,0.732,0.024,30.086,0,197.573,16.81,11.753,0,"2"
"137","2024-08-11","11:03:33","ct121","2024-08-11_ct121","canopy",21,"35","3","c_d9_r2","9",76.26,80.36,79.38,0.541,0.353,0.49,0.012,41.611,0,155.767,8.751,17.799,0,"2"
"138","2024-08-11","11:08:09","ct122","2024-08-11_ct122","canopy",22,"28","3","c_d9_r2","9",141.93,131.2,131.2,0.365,0.336,0.599,0.011,55.266,0,236.837,11.779,20.107,0,"2"
"139","2024-08-11","11:12:45","ct123","2024-08-11_ct123","canopy",23,"35","4","c_d9_r2","9",174.26,151.25,151.25,0.631,0.581,0.588,0.008,72.136,0,296.499,12.412,23.888,0,"2"
"140","2024-08-11","11:17:59","ct124","2024-08-11_ct124","canopy",24,"28","4","c_d9_r2","9",94.74,85.62,85.62,0.541,0.375,0.491,0.023,21.42,0,193.079,22.871,8.442,0,"2"
"141","2024-08-11","11:23:02","ct117","2024-08-11_ct117","canopy",17,"35","1","c_d9_r2","9",105.83,97.02,97.02,0.892,0.936,0.79,0.039,20.351,0,134.031,14.536,9.221,0,"2"
"142","2024-08-11","11:28:05","ct118","2024-08-11_ct118","canopy",18,"28","1","c_d9_r2","9",114.27,104.16,104.16,0.676,0.739,0.746,0.045,16.584,0,153.1,21.441,7.14,0,"2"
"143","2024-08-11","11:33:49","ct119","2024-08-11_ct119","canopy",19,"35","2","c_d9_r2","9",50.8,56.25,52.5,0.611,0.325,0.522,0.013,39.323,0,97.25,4.808,20.225,0,"2"
"144","2024-08-11","11:38:22","ct120","2024-08-11_ct120","canopy",20,"28","2","c_d9_r2","9",45.55,53.3,46.62,0.221,0.185,0.406,0.013,31.086,0,112.139,7.426,15.101,0,"2"
"145","2024-08-12","07:37:29","ct201","2024-08-12_ct201","canopy",1,"35","1","c_d1_r3","1",99.31,90.92,90.92,1.69,1.178,0.783,0.069,11.361,0,126.89,24.134,5.258,0.002,"3"
"146","2024-08-12","07:41:56","ct202","2024-08-12_ct202","canopy",2,"28","1","c_d1_r3","1",79.97,73.25,73.25,1.192,0.687,0.567,0.036,15.586,0,140.925,20.345,6.927,0,"3"
"147","2024-08-12","07:46:52","ct203","2024-08-12_ct203","canopy",3,"35","2","c_d1_r3","1",128.3,132.84,132.84,0.914,0.725,0.522,0.013,41.743,0,245.788,16.428,14.962,0,"3"
"148","2024-08-12","07:51:22","ct204","2024-08-12_ct204","canopy",4,"28","2","c_d1_r3","1",103.03,92.66,92.66,0.955,0.531,0.55,0.017,31.791,0,187.425,14.789,12.673,0,"3"
"149","2024-08-12","07:56:41","ct205","2024-08-12_ct205","canopy",5,"35","3","c_d1_r3","1",88.28,82.08,82.08,1.873,1.098,0.592,0.038,15.531,0,149.113,22.075,6.755,0.001,"3"
"150","2024-08-12","08:01:36","ct206","2024-08-12_ct206","canopy",6,"28","3","c_d1_r3","1",76.47,80,80,0.782,0.443,0.522,0.016,32.825,0,146.623,10.205,14.368,0,"3"
"151","2024-08-12","08:06:28","ct207","2024-08-12_ct207","canopy",7,"35","4","c_d1_r3","1",83.06,81.06,81.06,1.843,1.217,0.704,0.036,19.354,0,117.994,12.805,9.215,0,"3"
"152","2024-08-12","08:15:37","ct208","2024-08-12_ct208","canopy",8,"28","4","c_d1_r3","1",123.03,106.25,106.25,0.891,0.609,0.603,0.03,20.395,0,204.005,25.924,7.869,0,"3"
"153","2024-08-12","08:20:42","ct209","2024-08-12_ct209","canopy",9,"35","1","c_d1_r3","1",116.2,104.38,104.38,1.33,0.691,0.531,0.022,23.812,0,218.767,24.468,8.941,0,"3"
"154","2024-08-12","08:25:22","ct210","2024-08-12_ct210","canopy",10,"28","1","c_d1_r3","1",45.56,58.12,50.4,0.64,0.258,0.391,0.026,14.999,0,116.425,16.217,7.179,0,"3"
"155","2024-08-12","08:29:53","ct211","2024-08-12_ct211","canopy",11,"35","2","c_d1_r3","1",55.47,55.44,55.44,0.478,0.084,0.423,0.019,22.607,0,131.096,12.69,10.331,0,"3"
"156","2024-08-12","08:34:55","ct212","2024-08-12_ct212","canopy",12,"28","2","c_d1_r3","1",40.53,55.62,43.26,0.641,0.085,0.393,0.026,15.17,0,103.025,13.516,7.623,0,"3"
"157","2024-08-12","08:39:38","ct213","2024-08-12_ct213","canopy",13,"35","3","c_d1_r3","1",62.38,61.5,59.22,0.485,0.307,0.456,0.006,76.16,0,136.651,3.99,34.251,0,"3"
"158","2024-08-12","08:44:28","ct214","2024-08-12_ct214","canopy",14,"28","3","c_d1_r3","1",144.87,123,123,1.39,0.818,0.593,0.026,23.218,0,244.414,29.303,8.341,0,"3"
"159","2024-08-12","08:49:59","ct215","2024-08-12_ct215","canopy",15,"35","4","c_d1_r3","1",115.46,103.12,103.12,1.331,0.969,0.727,0.033,22.356,0,158.794,16.728,9.493,0,"3"
"160","2024-08-12","08:54:31","ct216","2024-08-12_ct216","canopy",16,"28","4","c_d1_r3","1",80.25,83.12,83.12,1.881,1.088,0.567,0.021,27.256,0,141.576,11.708,12.092,0,"3"
"161","2024-08-12","08:59:37","ct217","2024-08-12_ct217","canopy",17,"35","1","c_d1_r3","1",103.58,95.94,95.94,2.255,1.574,0.747,0.043,17.352,0,138.668,17.871,7.759,0,"3"
"162","2024-08-12","09:04:11","ct218","2024-08-12_ct218","canopy",18,"28","1","c_d1_r3","1",101.15,89.49,89.49,1.169,0.71,0.662,0.036,18.543,0,152.863,19.135,7.989,0,"3"
"163","2024-08-12","09:08:55","ct219","2024-08-12_ct219","canopy",19,"35","2","c_d1_r3","1",76.4,68.12,68.12,1.083,0.612,0.556,0.023,24.415,0,137.287,12.526,10.96,0,"3"
"164","2024-08-12","09:13:21","ct220","2024-08-12_ct220","canopy",20,"28","2","c_d1_r3","1",83.11,88.75,88.75,0.838,0.513,0.556,0.017,32.801,0,149.4,10.48,14.255,0,"3"
"165","2024-08-12","09:18:03","ct221","2024-08-12_ct221","canopy",21,"35","3","c_d1_r3","1",122.69,118.12,118.12,0.892,0.704,0.617,0.018,33.352,0,198.882,15.303,12.996,0,"3"
"166","2024-08-12","09:24:34","ct222","2024-08-12_ct222","canopy",22,"28","3","c_d1_r3","1",110.66,109.88,109.88,1.731,1.206,0.581,0.012,50.006,0,190.484,9.615,19.811,0,"3"
"167","2024-08-12","09:29:00","ct223","2024-08-12_ct223","canopy",23,"35","4","c_d1_r3","1",140.38,131.88,131.88,1.677,1.443,0.833,0.039,21.494,0,168.478,18.88,8.924,0,"3"
"168","2024-08-12","09:38:11","ct224","2024-08-12_ct224","canopy",24,"28","4","c_d1_r3","1",114.5,102.06,102.06,1.081,0.881,0.739,0.036,20.342,0,154.844,17.756,8.721,0,"3"
"169","2024-08-12","09:43:02","ct225","2024-08-12_ct225","canopy",25,"35","1","c_d1_r3","1",72.33,68.11,68.11,0.418,0.268,0.603,0.047,12.861,0,120.01,19.729,6.083,0.001,"3"
"170","2024-08-12","09:48:28","ct226","2024-08-12_ct226","canopy",26,"28","1","c_d1_r3","1",138.37,125.46,125.46,1.095,0.709,0.616,0.017,35.478,0,224.572,17.033,13.184,0,"3"
"171","2024-08-12","09:52:56","ct227","2024-08-12_ct227","canopy",27,"35","2","c_d1_r3","1",121.59,107.5,107.5,1.084,0.805,0.643,0.023,27.716,0,189.1,17.173,11.011,0,"3"
"172","2024-08-12","09:58:02","ct228","2024-08-12_ct228","canopy",28,"28","2","c_d1_r3","1",102.18,102.5,102.5,1.088,0.636,0.548,0.005,113.649,0,186.345,4.104,45.405,0,"3"
"173","2024-08-12","10:02:32","ct229","2024-08-12_ct229","canopy",29,"35","3","c_d1_r3","1",99.57,110.7,110.7,0.546,0.439,0.505,0.012,41.714,0,197.09,12.083,16.311,0,"3"
"174","2024-08-12","10:07:31","ct230","2024-08-12_ct230","canopy",30,"28","3","c_d1_r3","1",155.67,135,135,1.905,1.673,0.818,0.04,20.532,0,190.275,23.382,8.138,0,"3"
"175","2024-08-12","10:12:55","ct231","2024-08-12_ct231","canopy",31,"35","4","c_d1_r3","1",108.5,101.74,101.74,1.449,1.239,0.85,0.037,22.948,0,127.568,12.037,10.598,0,"3"
"176","2024-08-12","10:17:53","ct232","2024-08-12_ct232","canopy",32,"28","4","c_d1_r3","1",89.24,90.62,90.62,1.574,1.074,0.619,0.015,40.288,0,144.173,8.123,17.749,0,"3"
"177","2024-08-12","10:22:31","ct233","2024-08-12_ct233","canopy",33,"35","1","c_d1_r3","1",115.31,106.6,106.6,1.509,1.2,0.739,0.034,21.536,0,156.06,16.953,9.205,0,"3"
"178","2024-08-12","10:27:18","ct234","2024-08-12_ct234","canopy",34,"28","1","c_d1_r3","1",123.83,111.72,111.72,1.535,1.026,0.678,0.025,27.438,0,182.734,16.545,11.044,0,"3"
"179","2024-08-12","10:32:08","ct235","2024-08-12_ct235","canopy",35,"35","2","c_d1_r3","1",83.3,83.64,83.64,0.847,0.569,0.64,0.029,22.003,0,130.167,12.91,10.083,0,"3"
"180","2024-08-12","10:38:30","ct236","2024-08-12_ct236","canopy",36,"28","2","c_d1_r3","1",156.75,138.58,138.58,0.75,0.681,0.676,0.023,29.354,0,231.894,21.531,10.77,0,"3"
"181","2024-08-12","10:43:05","ct237","2024-08-12_ct237","canopy",37,"35","3","c_d1_r3","1",112.25,101.22,101.22,1.367,1.134,0.804,0.039,20.744,0,139.64,15.094,9.251,0,"3"
"182","2024-08-12","10:47:42","ct238","2024-08-12_ct238","canopy",38,"28","3","c_d1_r3","1",56.11,61.5,59.64,1.154,0.65,0.636,0.014,45.216,0,88.267,3.648,24.196,0,"3"
"183","2024-08-12","10:52:21","ct239","2024-08-12_ct239","canopy",39,"35","4","c_d1_r3","1",159.59,139.86,139.86,1.423,1.266,0.809,0.034,23.729,0,197.294,21.272,9.275,0,"3"
"184","2024-08-12","10:57:06","ct240","2024-08-12_ct240","canopy",40,"28","4","c_d1_r3","1",105.9,115.62,115.62,0.717,0.693,0.702,0.026,27.02,0,150.781,12.885,11.702,0,"3"
"185","2024-08-12","11:01:29","ct241","2024-08-12_ct241","canopy",41,"35","1","c_d1_r3","1",104.72,97.19,97.19,1.219,1.096,0.837,0.045,18.489,0,125.127,14.544,8.603,0,"3"
"186","2024-08-12","11:06:01","ct242","2024-08-12_ct242","canopy",42,"28","1","c_d1_r3","1",104.51,104.96,104.96,1.075,0.735,0.549,0.008,65.458,0,190.251,7.333,25.945,0,"3"
"187","2024-08-12","11:10:40","ct243","2024-08-12_ct243","canopy",43,"35","2","c_d1_r3","1",136.68,119.7,119.7,1.289,1.091,0.777,0.044,17.514,0,175.956,24.602,7.152,0,"3"
"188","2024-08-12","11:16:01","ct244","2024-08-12_ct244","canopy",44,"28","2","c_d1_r3","1",148.64,138.58,138.58,1.017,0.878,0.683,0.019,35.96,0,217.607,16.083,13.53,0,"3"
"189","2024-08-12","11:22:55","ct245","2024-08-12_ct245","canopy",45,"35","3","c_d1_r3","1",77.39,70.14,70.14,0.404,0.214,0.436,0.026,16.476,0,177.698,26.511,6.703,0.001,"3"
"190","2024-08-12","11:27:48","ct246","2024-08-12_ct246","canopy",46,"28","3","c_d1_r3","1",95.96,96.88,96.88,1.109,0.939,0.771,0.046,16.76,0,124.504,15.933,7.814,0,"3"
"191","2024-08-12","11:32:45","ct247","2024-08-12_ct247","canopy",47,"35","4","c_d1_r3","1",153.5,140.62,140.62,1.031,0.884,0.684,0.024,28.32,0,224.398,21.315,10.528,0,"3"
"192","2024-08-12","11:37:50","ct248","2024-08-12_ct248","canopy",48,"28","4","c_d1_r3","1",98.94,93.75,93.75,0.63,0.482,0.591,0.021,28.554,0,167.537,14.103,11.88,0,"3"
"193","2024-08-12","13:33:55","ct249","2024-08-12_ct249","under",49,"35","1","u_d1_r3","1",55.42,60.62,57.12,0.469,0.517,0.733,0.016,45.617,0,75.561,2.902,26.039,0,"3"
"194","2024-08-12","13:39:00","ct250","2024-08-12_ct250","under",50,"28","1","u_d1_r3","1",37.51,40.18,35.62,0.741,0.371,0.554,0.019,28.497,0,67.684,3.973,17.038,0,"3"
"195","2024-08-12","13:43:29","ct251","2024-08-12_ct251","under",51,"35","2","u_d1_r3","1",57.07,54.6,54.6,0.259,0.295,0.626,0.022,28.837,0,91.104,5.981,15.232,0,"3"
"196","2024-08-12","13:48:07","ct252","2024-08-12_ct252","under",52,"28","2","u_d1_r3","1",35.07,43.46,33.63,0.23,0.151,0.39,0.016,24.791,0,90.016,6.84,13.159,0,"3"
"197","2024-08-12","13:52:50","ct253","2024-08-12_ct253","under",53,"35","3","u_d1_r3","1",28.36,37.72,32.2,0.804,0.314,0.571,0.048,12.015,0,49.66,6.069,8.182,0,"3"
"198","2024-08-12","13:57:30","ct254","2024-08-12_ct254","under",54,"28","3","u_d1_r3","1",50.58,52.08,52.08,0.644,0.367,0.557,0.015,36.315,0,90.78,4.726,19.21,0,"3"
"199","2024-08-12","14:02:19","ct255","2024-08-12_ct255","under",55,"35","4","u_d1_r3","1",79.85,79.38,79.38,0.274,0.264,0.53,0.015,34.371,0,150.608,10.113,14.892,0,"3"
"200","2024-08-12","14:06:48","ct256","2024-08-12_ct256","under",56,"28","4","u_d1_r3","1",59.54,60.68,53.87,1.257,0.66,0.625,0.029,21.681,0,95.221,8.466,11.247,0,"3"
"201","2024-08-12","14:11:25","ct257","2024-08-12_ct257","under",57,"35","1","u_d1_r3","1",62.9,55.29,55.29,0.566,0.326,0.575,0.054,10.63,0,109.38,20.973,5.215,0.002,"3"
"202","2024-08-12","14:16:51","ct258","2024-08-12_ct258","under",58,"28","1","u_d1_r3","1",58.76,59.38,55.02,0.713,0.283,0.472,0.009,50.679,0,124.373,5.262,23.638,0,"3"
"203","2024-08-12","14:21:27","ct259","2024-08-12_ct259","under",59,"35","2","u_d1_r3","1",18.72,29.52,17.12,0.697,0.142,0.458,0.046,10.023,0,40.862,5.532,7.387,0,"3"
"204","2024-08-12","14:30:51","ct260","2024-08-12_ct260","under",60,"28","2","u_d1_r3","1",27.7,35,31.07,0.488,0.216,0.535,0.046,11.652,0,51.8,6.643,7.797,0,"3"
"205","2024-08-12","14:35:16","ct261","2024-08-12_ct261","under",61,"35","3","u_d1_r3","1",41.09,52.48,44.1,0.383,0.179,0.397,0.025,16.125,0,103.543,12.805,8.086,0,"3"
"206","2024-08-12","14:41:32","ct262","2024-08-12_ct262","under",62,"28","3","u_d1_r3","1",19.72,28.12,20.9,0.368,0.12,0.574,0.092,6.252,0.001,34.327,6.973,4.923,0.003,"3"
"207","2024-08-12","14:45:57","ct263","2024-08-12_ct263","under",63,"35","4","u_d1_r3","1",56.49,58.12,57.96,0.689,0.413,0.55,0.008,70.736,0,102.741,2.887,35.584,0,"3"
"208","2024-08-12","14:51:35","ct264","2024-08-12_ct264","under",64,"28","4","u_d1_r3","1",32.32,41,32.2,0.5,0.26,0.552,0.036,15.486,0,58.566,5.951,9.842,0,"3"
"209","2024-08-12","14:56:33","ct265","2024-08-12_ct265","under",65,"35","1","u_d1_r3","1",47.29,45.92,45.78,0.237,0.133,0.384,0.007,53.909,0,123.123,4.877,25.243,0,"3"
"210","2024-08-12","15:00:59","ct266","2024-08-12_ct266","under",66,"28","1","u_d1_r3","1",62.32,60.68,56.28,0.409,0.239,0.365,0.009,38.588,0,170.62,10.701,15.944,0,"3"
"211","2024-08-12","15:05:51","ct267","2024-08-12_ct267","under",67,"35","2","u_d1_r3","1",29.79,40,32.2,0.797,0.365,0.544,0.052,10.39,0,54.787,8.067,6.791,0,"3"
"212","2024-08-12","15:11:04","ct268","2024-08-12_ct268","under",68,"28","2","u_d1_r3","1",22.21,29.52,22.99,0.703,0.267,0.626,0.056,11.237,0,35.473,4.058,8.742,0,"3"
"213","2024-08-12","15:15:52","ct269","2024-08-12_ct269","under",69,"35","3","u_d1_r3","1",30.35,35.62,29.35,-0.16,0.072,0.364,0.02,18.065,0,83.425,8.431,9.895,0,"3"
"214","2024-08-12","15:21:08","ct270","2024-08-12_ct270","under",70,"28","3","u_d1_r3","1",30.12,55.76,29.64,0.948,0.3,0.453,0.052,8.685,0,66.551,12.725,5.23,0.002,"3"
"215","2024-08-12","15:25:35","ct271","2024-08-12_ct271","under",71,"35","4","u_d1_r3","1",40.96,53.3,40.47,1.124,0.555,0.618,0.027,23.012,0,66.299,4.777,13.879,0,"3"
"216","2024-08-12","15:31:16","ct272","2024-08-12_ct272","under",72,"28","4","u_d1_r3","1",60.71,65.6,63.13,1.157,0.458,0.482,0.011,45.709,0,125.96,5.938,21.214,0,"3"
"217","2024-08-12","15:36:04","ct273","2024-08-12_ct273","under",73,"35","1","u_d1_r3","1",45.71,49.38,47.04,0.717,0.345,0.517,0.017,30.465,0,88.328,5.42,16.297,0,"3"
"218","2024-08-12","15:40:52","ct274","2024-08-12_ct274","under",74,"28","1","u_d1_r3","1",27.33,36.08,30.21,1.034,0.356,0.696,0.062,11.196,0,39.266,4.685,8.381,0,"3"
"219","2024-08-12","15:45:58","ct275","2024-08-12_ct275","under",75,"35","2","u_d1_r3","1",70.94,67.5,67.5,0.967,0.62,0.623,0.017,37.372,0,113.873,6.31,18.045,0,"3"
"220","2024-08-12","15:54:49","ct276","2024-08-12_ct276","under",76,"28","2","u_d1_r3","1",44.62,49.56,49.56,1.064,0.366,0.544,0.025,21.551,0,82.034,6.901,11.887,0,"3"
"221","2024-08-12","15:59:26","ct277","2024-08-12_ct277","under",77,"35","3","u_d1_r3","1",29.64,38.12,26.6,0.369,0.161,0.407,0.018,22.243,0,72.765,5.641,12.899,0,"3"
"222","2024-08-12","16:06:50","ct278","2024-08-12_ct278","under",78,"28","3","u_d1_r3","1",32.55,36.54,32.49,0.707,0.422,0.766,0.031,24.423,0,42.505,2.399,17.72,0,"3"
"223","2024-08-12","16:11:44","ct279","2024-08-12_ct279","under",79,"35","4","u_d1_r3","1",24.29,41.82,24.13,1.114,0.398,1.018,0.258,3.948,0.008,23.868,6.834,3.492,0.013,"3"
"224","2024-08-12","16:21:12","ct280","2024-08-12_ct280","under",80,"28","4","u_d1_r3","1",20.64,28.75,21.28,0.587,0.204,1.303,0.675,1.93,0.102,15.84,8.541,1.855,0.113,"3"
"225","2024-08-12","16:25:42","ct281","2024-08-12_ct281","under",81,"35","1","u_d1_r3","1",22.38,31.08,21.85,0.698,0.258,0.766,0.157,4.878,0.003,29.205,7.19,4.062,0.007,"3"
"226","2024-08-12","16:33:18","ct282","2024-08-12_ct282","under",82,"28","1","u_d1_r3","1",18.95,23.12,18.38,0.582,0.19,0.656,0.114,5.776,0.001,28.891,5.985,4.827,0.003,"3"
"227","2024-08-12","16:38:00","ct283","2024-08-12_ct283","under",83,"35","2","u_d1_r3","1",15.77,36.25,16.02,0.584,0.117,0.942,1.095,0.86,0.423,16.745,20.43,0.82,0.444,"3"
"228","2024-08-12","16:42:50","ct284","2024-08-12_ct284","under",84,"28","2","u_d1_r3","1",13.92,24.6,13.62,0.548,0.136,0.663,0.261,2.537,0.044,21.005,9.066,2.317,0.06,"3"
"229","2024-08-12","16:47:11","ct285","2024-08-12_ct285","under",85,"35","3","u_d1_r3","1",19.63,26.87,19.19,0.692,0.218,0.549,0.053,10.409,0,35.755,4.428,8.074,0,"3"
