Datetime,Date,Time,Type,no,F,FmPrime,PAR,YII,ETR,FvFm
09:28.8,6/17/25,15:09:28,SLCS,,Light Curve start ,5,,,,
09:28.8,6/17/25,15:09:28,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:28.8,6/17/25,15:09:28,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:30.2,6/17/25,15:09:30,FO,163,172,354,0,0.514,0,0.514
09:34.6,6/17/25,15:09:34,SLCE,,Light Curve end ,,,,,
09:43.2,6/17/25,15:09:43,SLCS,,Light Curve start ,5,,,,
09:43.2,6/17/25,15:09:43,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:43.2,6/17/25,15:09:43,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:44.6,6/17/25,15:09:44,FO,164,75,161,0,0.534,0,0.534
09:48.5,6/17/25,15:09:48,SLCE,,Light Curve end ,,,,,
10:17.4,6/17/25,15:10:17,SLCS,,Light Curve start ,6,,,,
10:17.4,6/17/25,15:10:17,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:17.4,6/17/25,15:10:17,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:18.8,6/17/25,15:10:18,FO,165,196,412,0,0.524,0,0.524
10:27.5,6/17/25,15:10:27,SLCE,,Light Curve end ,,,,,
10:44.2,6/17/25,15:10:44,SLCS,,Light Curve start ,6,,,,
10:44.2,6/17/25,15:10:44,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:44.2,6/17/25,15:10:44,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:45.6,6/17/25,15:10:45,FO,166,104,218,0,0.523,0,0.523
10:49.9,6/17/25,15:10:49,SLCE,,Light Curve end ,,,,,
10:57.4,6/17/25,15:10:57,SLCS,,Light Curve start ,6,,,,
10:57.4,6/17/25,15:10:57,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:57.4,6/17/25,15:10:57,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:58.8,6/17/25,15:10:58,FO,167,137,292,0,0.531,0,0.531
11:04.8,6/17/25,15:11:04,SLCE,,Light Curve end ,,,,,
11:31.3,6/17/25,15:11:31,SLCS,,Light Curve start ,7,,,,
11:31.3,6/17/25,15:11:31,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:31.3,6/17/25,15:11:31,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:32.7,6/17/25,15:11:32,FO,168,137,262,0,0.477,0,0.477
11:37.5,6/17/25,15:11:37,SLCE,,Light Curve end ,,,,,
12:22.7,6/17/25,15:12:22,SLCS,,Light Curve start ,7,,,,
12:22.7,6/17/25,15:12:22,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:22.7,6/17/25,15:12:22,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:24.1,6/17/25,15:12:24,FO,169,74,163,0,0.546,0,0.546
12:30.6,6/17/25,15:12:30,SLCE,,Light Curve end ,,,,,
12:56.8,6/17/25,15:12:56,SLCS,,Light Curve start ,7,,,,
12:56.8,6/17/25,15:12:56,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:56.8,6/17/25,15:12:56,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:58.2,6/17/25,15:12:58,FO,170,119,292,0,0.592,0,0.592
13:02.8,6/17/25,15:13:02,SLCE,,Light Curve end ,,,,,
13:48.7,6/17/25,15:13:48,SLCS,,Light Curve start ,8,,,,
13:48.7,6/17/25,15:13:48,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:48.7,6/17/25,15:13:48,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:50.1,6/17/25,15:13:50,FO,171,64,175,0,0.634,0,0.634
13:54.1,6/17/25,15:13:54,SLCE,,Light Curve end ,,,,,
14:38.5,6/17/25,15:14:38,SLCS,,Light Curve start ,8,,,,
14:38.5,6/17/25,15:14:38,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:38.5,6/17/25,15:14:38,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:39.9,6/17/25,15:14:39,FO,172,105,256,0,0.59,0,0.59
14:43.9,6/17/25,15:14:43,SLCE,,Light Curve end ,,,,,
15:16.8,6/17/25,15:15:16,SLCS,,Light Curve start ,8,,,,
15:16.8,6/17/25,15:15:16,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:16.8,6/17/25,15:15:16,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:18.2,6/17/25,15:15:18,FO,173,70,177,0,0.605,0,0.605
15:22.5,6/17/25,15:15:22,SLCE,,Light Curve end ,,,,,
58:58.7,6/17/25,15:58:58,SLCS,,Light Curve start ,1,,,,
58:58.7,6/17/25,15:58:58,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
58:58.7,6/17/25,15:58:58,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
59:00.0,6/17/25,15:59:00,FO,174,52,125,0,0.584,0,0.584
59:04.8,6/17/25,15:59:04,SLCE,,Light Curve end ,,,,,
00:04.4,6/17/25,16:00:04,SLCS,,Light Curve start ,1,,,,
00:04.4,6/17/25,16:00:04,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:04.4,6/17/25,16:00:04,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:05.7,6/17/25,16:00:05,FO,176,323,464,0,0.304,0,0.304
00:11.3,6/17/25,16:00:11,SLCE,,Light Curve end ,,,,,
00:36.3,6/17/25,16:00:36,SLCS,,Light Curve start ,1,,,,
00:36.3,6/17/25,16:00:36,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:36.3,6/17/25,16:00:36,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:37.7,6/17/25,16:00:37,FO,177,69,129,0,0.465,0,0.465
00:43.5,6/17/25,16:00:43,SLCE,,Light Curve end ,,,,,
01:05.7,6/17/25,16:01:05,SLCS,,Light Curve start ,2,,,,
01:05.7,6/17/25,16:01:05,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:05.7,6/17/25,16:01:05,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:07.1,6/17/25,16:01:07,FO,178,87,190,0,0.542,0,0.542
01:11.9,6/17/25,16:01:11,SLCE,,Light Curve end ,,,,,
01:25.2,6/17/25,16:01:25,SLCS,,Light Curve start ,2,,,,
01:25.2,6/17/25,16:01:25,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:25.2,6/17/25,16:01:25,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:26.6,6/17/25,16:01:26,FO,179,40,98,0,0.592,0,0.592
01:33.1,6/17/25,16:01:33,SLCE,,Light Curve end ,,,,,
01:44.1,6/17/25,16:01:44,SLCS,,Light Curve start ,2,,,,
01:44.1,6/17/25,16:01:44,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:44.1,6/17/25,16:01:44,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:45.5,6/17/25,16:01:45,FO,180,91,184,0,0.505,0,0.505
01:50.2,6/17/25,16:01:50,SLCE,,Light Curve end ,,,,,
02:06.1,6/17/25,16:02:06,SLCS,,Light Curve start ,3,,,,
02:06.1,6/17/25,16:02:06,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:06.1,6/17/25,16:02:06,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:07.5,6/17/25,16:02:07,FO,181,90,163,0,0.448,0,0.448
02:12.1,6/17/25,16:02:12,SLCE,,Light Curve end ,,,,,
02:20.8,6/17/25,16:02:20,SLCS,,Light Curve start ,3,,,,
02:20.8,6/17/25,16:02:20,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:20.8,6/17/25,16:02:20,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:22.2,6/17/25,16:02:22,FO,182,66,124,0,0.468,0,0.468
02:26.9,6/17/25,16:02:26,SLCE,,Light Curve end ,,,,,
02:38.7,6/17/25,16:02:38,SLCS,,Light Curve start ,3,,,,
02:38.7,6/17/25,16:02:38,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:38.7,6/17/25,16:02:38,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:40.1,6/17/25,16:02:40,FO,183,62,97,0,0.361,0,0.361
02:45.6,6/17/25,16:02:45,SLCE,,Light Curve end ,,,,,
03:14.1,6/17/25,16:03:14,SLCS,,Light Curve start ,4,,,,
03:14.1,6/17/25,16:03:14,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:14.1,6/17/25,16:03:14,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:15.6,6/17/25,16:03:15,FO,184,196,359,0,0.454,0,0.454
03:21.7,6/17/25,16:03:21,SLCE,,Light Curve end ,,,,,
03:43.1,6/17/25,16:03:43,SLCS,,Light Curve start ,4,,,,
03:43.1,6/17/25,16:03:43,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:43.1,6/17/25,16:03:43,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:44.5,6/17/25,16:03:44,FO,185,217,472,0,0.54,0,0.54
03:50.1,6/17/25,16:03:50,SLCE,,Light Curve end ,,,,,
03:59.3,6/17/25,16:03:59,SLCS,,Light Curve start ,4,,,,
03:59.3,6/17/25,16:03:59,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:59.3,6/17/25,16:03:59,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:00.7,6/17/25,16:04:00,FO,186,67,167,0,0.599,0,0.599
04:07.1,6/17/25,16:04:07,SLCE,,Light Curve end ,,,,,
07:16.8,6/17/25,16:07:16,SLCS,,Light Curve start ,5,,,,
07:16.8,6/17/25,16:07:16,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:16.8,6/17/25,16:07:16,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:18.2,6/17/25,16:07:18,FO,187,230,390,0,0.41,0,0.41
07:23.5,6/17/25,16:07:23,SLCE,,Light Curve end ,,,,,
07:32.5,6/17/25,16:07:32,SLCS,,Light Curve start ,5,,,,
07:32.5,6/17/25,16:07:32,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:32.5,6/17/25,16:07:32,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:33.9,6/17/25,16:07:33,FO,188,76,127,0,0.402,0,0.402
07:39.7,6/17/25,16:07:39,SLCE,,Light Curve end ,,,,,
07:50.6,6/17/25,16:07:50,SLCS,,Light Curve start ,5,,,,
07:50.6,6/17/25,16:07:50,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:50.6,6/17/25,16:07:50,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:52.0,6/17/25,16:07:51,FO,189,79,128,0,0.383,0,0.383
07:57.1,6/17/25,16:07:57,SLCE,,Light Curve end ,,,,,
08:18.0,6/17/25,16:08:18,SLCS,,Light Curve start ,6,,,,
08:18.0,6/17/25,16:08:18,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:18.0,6/17/25,16:08:18,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:19.4,6/17/25,16:08:19,FO,190,255,532,0,0.521,0,0.521
08:23.7,6/17/25,16:08:23,SLCE,,Light Curve end ,,,,,
08:32.6,6/17/25,16:08:32,SLCS,,Light Curve start ,6,,,,
08:32.6,6/17/25,16:08:32,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:32.6,6/17/25,16:08:32,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:34.0,6/17/25,16:08:34,FO,191,246,506,0,0.514,0,0.514
08:38.6,6/17/25,16:08:38,SLCE,,Light Curve end ,,,,,
08:48.1,6/17/25,16:08:48,SLCS,,Light Curve start ,6,,,,
08:48.1,6/17/25,16:08:48,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:48.1,6/17/25,16:08:48,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:49.5,6/17/25,16:08:49,FO,192,211,469,0,0.55,0,0.55
08:55.2,6/17/25,16:08:55,SLCE,,Light Curve end ,,,,,
09:15.2,6/17/25,16:09:15,SLCS,,Light Curve start ,7,,,,
09:15.2,6/17/25,16:09:15,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:15.2,6/17/25,16:09:15,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:16.6,6/17/25,16:09:16,FO,193,73,174,0,0.58,0,0.58
09:21.1,6/17/25,16:09:21,SLCE,,Light Curve end ,,,,,
09:27.9,6/17/25,16:09:27,SLCS,,Light Curve start ,7,,,,
09:27.9,6/17/25,16:09:27,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:27.9,6/17/25,16:09:27,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:29.3,6/17/25,16:09:29,FO,194,115,225,0,0.489,0,0.489
09:33.0,6/17/25,16:09:32,SLCE,,Light Curve end ,,,,,
10:21.7,6/17/25,16:10:21,SLCS,,Light Curve start ,7,,,,
10:21.7,6/17/25,16:10:21,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:21.7,6/17/25,16:10:21,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:23.1,6/17/25,16:10:23,FO,195,76,181,0,0.58,0,0.58
10:29.0,6/17/25,16:10:29,SLCE,,Light Curve end ,,,,,
10:45.3,6/17/25,16:10:45,SLCS,,Light Curve start ,8,,,,
10:45.3,6/17/25,16:10:45,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:45.3,6/17/25,16:10:45,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:46.7,6/17/25,16:10:46,FO,196,63,169,0,0.627,0,0.627
10:50.8,6/17/25,16:10:50,SLCE,,Light Curve end ,,,,,
11:15.5,6/17/25,16:11:15,SLCS,,Light Curve start ,8,,,,
11:15.5,6/17/25,16:11:15,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:15.5,6/17/25,16:11:15,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:16.9,6/17/25,16:11:16,FO,197,109,277,0,0.606,0,0.606
11:21.4,6/17/25,16:11:21,SLCE,,Light Curve end ,,,,,
12:06.8,6/17/25,16:12:06,SLCS,,Light Curve start ,8,,,,
12:06.8,6/17/25,16:12:06,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:06.8,6/17/25,16:12:06,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:08.2,6/17/25,16:12:08,FO,198,45,95,0,0.526,0,0.526
12:15.5,6/17/25,16:12:15,SLCE,,Light Curve end ,,,,,
01:12.9,6/17/25,17:01:12,SLCS,,Light Curve start ,1,,,,
01:12.9,6/17/25,17:01:12,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:12.9,6/17/25,17:01:12,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:14.3,6/17/25,17:01:14,FO,199,92,181,0,0.492,0,0.492
01:18.7,6/17/25,17:01:18,SLCE,,Light Curve end ,,,,,
01:33.5,6/17/25,17:01:33,SLCS,,Light Curve start ,1,,,,
01:33.5,6/17/25,17:01:33,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:33.5,6/17/25,17:01:33,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:34.9,6/17/25,17:01:34,FO,200,192,322,0,0.404,0,0.404
01:39.2,6/17/25,17:01:39,SLCE,,Light Curve end ,,,,,
01:48.8,6/17/25,17:01:48,SLCS,,Light Curve start ,1,,,,
01:48.8,6/17/25,17:01:48,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:48.8,6/17/25,17:01:48,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:50.2,6/17/25,17:01:50,FO,201,72,118,0,0.39,0,0.39
01:54.8,6/17/25,17:01:54,SLCE,,Light Curve end ,,,,,
02:28.1,6/17/25,17:02:28,SLCS,,Light Curve start ,2,,,,
02:28.1,6/17/25,17:02:28,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:28.1,6/17/25,17:02:28,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:29.5,6/17/25,17:02:29,FO,202,44,128,0,0.656,0,0.656
02:34.3,6/17/25,17:02:34,SLCE,,Light Curve end ,,,,,
02:50.4,6/17/25,17:02:50,SLCS,,Light Curve start ,2,,,,
02:50.4,6/17/25,17:02:50,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:50.4,6/17/25,17:02:50,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:51.8,6/17/25,17:02:51,FO,203,130,277,0,0.531,0,0.531
02:57.4,6/17/25,17:02:57,SLCE,,Light Curve end ,,,,,
03:14.5,6/17/25,17:03:14,SLCS,,Light Curve start ,2,,,,
03:14.5,6/17/25,17:03:14,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:14.5,6/17/25,17:03:14,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:15.9,6/17/25,17:03:15,FO,204,83,237,0,0.65,0,0.65
03:20.7,6/17/25,17:03:20,SLCE,,Light Curve end ,,,,,
03:42.7,6/17/25,17:03:42,SLCS,,Light Curve start ,3,,,,
03:42.7,6/17/25,17:03:42,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:42.7,6/17/25,17:03:42,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:44.1,6/17/25,17:03:44,FO,205,80,156,0,0.487,0,0.487
03:48.5,6/17/25,17:03:48,SLCE,,Light Curve end ,,,,,
04:07.4,6/17/25,17:04:07,SLCS,,Light Curve start ,3,,,,
04:07.4,6/17/25,17:04:07,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:07.4,6/17/25,17:04:07,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:08.8,6/17/25,17:04:08,FO,206,85,234,0,0.637,0,0.637
04:14.1,6/17/25,17:04:14,SLCE,,Light Curve end ,,,,,
04:23.8,6/17/25,17:04:23,SLCS,,Light Curve start ,3,,,,
04:23.8,6/17/25,17:04:23,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:23.8,6/17/25,17:04:23,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:25.2,6/17/25,17:04:25,FO,207,150,253,0,0.407,0,0.407
04:29.7,6/17/25,17:04:29,SLCE,,Light Curve end ,,,,,
04:48.1,6/17/25,17:04:48,SLCS,,Light Curve start ,4,,,,
04:48.1,6/17/25,17:04:48,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:48.1,6/17/25,17:04:48,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:49.6,6/17/25,17:04:49,FO,208,186,421,0,0.558,0,0.558
04:53.3,6/17/25,17:04:53,SLCE,,Light Curve end ,,,,,
05:19.0,6/17/25,17:05:19,SLCS,,Light Curve start ,4,,,,
05:19.0,6/17/25,17:05:19,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:19.0,6/17/25,17:05:19,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:20.4,6/17/25,17:05:20,FO,209,62,202,0,0.693,0,0.693
05:24.5,6/17/25,17:05:24,SLCE,,Light Curve end ,,,,,
06:08.1,6/17/25,17:06:08,SLCS,,Light Curve start ,4,,,,
06:08.1,6/17/25,17:06:08,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
06:08.1,6/17/25,17:06:08,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
06:09.4,6/17/25,17:06:09,FO,210,149,304,0,0.51,0,0.51
06:14.9,6/17/25,17:06:14,SLCE,,Light Curve end ,,,,,
09:33.8,6/17/25,17:09:33,SLCS,,Light Curve start ,5,,,,
09:33.8,6/17/25,17:09:33,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:33.8,6/17/25,17:09:33,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:35.2,6/17/25,17:09:35,FO,211,128,240,0,0.467,0,0.467
09:39.4,6/17/25,17:09:39,SLCE,,Light Curve end ,,,,,
09:55.6,6/17/25,17:09:55,SLCS,,Light Curve start ,5,,,,
09:55.6,6/17/25,17:09:55,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:55.6,6/17/25,17:09:55,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:57.0,6/17/25,17:09:57,FO,212,99,214,0,0.537,0,0.537
10:01.0,6/17/25,17:10:01,SLCE,,Light Curve end ,,,,,
10:14.2,6/17/25,17:10:14,SLCS,,Light Curve start ,5,,,,
10:14.2,6/17/25,17:10:14,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:14.2,6/17/25,17:10:14,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:15.6,6/17/25,17:10:15,FO,213,182,321,0,0.433,0,0.433
10:19.6,6/17/25,17:10:19,SLCE,,Light Curve end ,,,,,
10:39.9,6/17/25,17:10:39,SLCS,,Light Curve start ,6,,,,
10:39.9,6/17/25,17:10:39,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:39.9,6/17/25,17:10:39,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:41.3,6/17/25,17:10:41,FO,214,110,259,0,0.575,0,0.575
10:47.8,6/17/25,17:10:47,SLCE,,Light Curve end ,,,,,
10:54.9,6/17/25,17:10:54,SLCS,,Light Curve start ,6,,,,
10:54.9,6/17/25,17:10:54,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:54.9,6/17/25,17:10:54,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:56.3,6/17/25,17:10:56,FO,215,242,555,0,0.564,0,0.564
10:59.8,6/17/25,17:10:59,SLCE,,Light Curve end ,,,,,
11:05.5,6/17/25,17:11:05,SLCS,,Light Curve start ,6,,,,
11:05.5,6/17/25,17:11:05,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:05.5,6/17/25,17:11:05,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:06.8,6/17/25,17:11:06,FO,216,201,469,0,0.571,0,0.571
11:10.8,6/17/25,17:11:10,SLCE,,Light Curve end ,,,,,
11:23.9,6/17/25,17:11:23,SLCS,,Light Curve start ,7,,,,
11:23.9,6/17/25,17:11:23,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
