Datetime,Date,Time,Type,no,F,FmPrime,PAR,YII,ETR,FvFm
11:23.9,6/17/25,17:11:23,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:25.3,6/17/25,17:11:25,FO,217,84,253,0,0.668,0,0.668
11:31.7,6/17/25,17:11:31,SLCE,,Light Curve end ,,,,,
11:43.7,6/17/25,17:11:43,SLCS,,Light Curve start ,7,,,,
11:43.7,6/17/25,17:11:43,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:43.7,6/17/25,17:11:43,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:45.1,6/17/25,17:11:45,FO,218,130,296,0,0.561,0,0.561
11:50.2,6/17/25,17:11:50,SLCE,,Light Curve end ,,,,,
12:07.7,6/17/25,17:12:07,SLCS,,Light Curve start ,7,,,,
12:07.7,6/17/25,17:12:07,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:07.7,6/17/25,17:12:07,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:09.1,6/17/25,17:12:09,FO,219,57,209,0,0.727,0,0.727
12:13.9,6/17/25,17:12:13,SLCE,,Light Curve end ,,,,,
12:29.2,6/17/25,17:12:29,SLCS,,Light Curve start ,8,,,,
12:29.2,6/17/25,17:12:29,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:29.2,6/17/25,17:12:29,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:30.6,6/17/25,17:12:30,FO,220,81,228,0,0.645,0,0.645
12:37.5,6/17/25,17:12:37,SLCE,,Light Curve end ,,,,,
14:02.1,6/17/25,17:14:02,SLCS,,Light Curve start ,8,,,,
14:02.1,6/17/25,17:14:02,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:02.1,6/17/25,17:14:02,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:03.5,6/17/25,17:14:03,FO,221,73,156,0,0.532,0,0.532
14:12.3,6/17/25,17:14:12,SLCE,,Light Curve end ,,,,,
15:46.1,6/17/25,17:15:46,SLCS,,Light Curve start ,8,,,,
15:46.1,6/17/25,17:15:46,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:46.1,6/17/25,17:15:46,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:47.5,6/17/25,17:15:47,FO,222,62,145,0,0.572,0,0.572
15:53.7,6/17/25,17:15:53,SLCE,,Light Curve end ,,,,,
04:02.7,6/17/25,18:04:02,SLCS,,Light Curve start ,1,,,,
04:02.7,6/17/25,18:04:02,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:02.7,6/17/25,18:04:02,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:04.1,6/17/25,18:04:04,FO,224,67,218,0,0.693,0,0.693
04:12.2,6/17/25,18:04:12,SLCE,,Light Curve end ,,,,,
04:34.6,6/17/25,18:04:34,SLCS,,Light Curve start ,1,,,,
04:34.6,6/17/25,18:04:34,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:34.6,6/17/25,18:04:34,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:36.0,6/17/25,18:04:36,FO,225,219,515,0,0.575,0,0.575
04:43.3,6/17/25,18:04:43,SLCE,,Light Curve end ,,,,,
04:50.5,6/17/25,18:04:50,SLCS,,Light Curve start ,1,,,,
04:50.5,6/17/25,18:04:50,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:50.5,6/17/25,18:04:50,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:51.8,6/17/25,18:04:51,FO,226,230,390,0,0.41,0,0.41
04:56.0,6/17/25,18:04:55,SLCE,,Light Curve end ,,,,,
05:08.6,6/17/25,18:05:08,SLCS,,Light Curve start ,2,,,,
05:08.6,6/17/25,18:05:08,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:08.6,6/17/25,18:05:08,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:10.0,6/17/25,18:05:10,FO,227,78,238,0,0.672,0,0.672
05:16.7,6/17/25,18:05:16,SLCE,,Light Curve end ,,,,,
05:44.5,6/17/25,18:05:44,SLCS,,Light Curve start ,2,,,,
05:44.5,6/17/25,18:05:44,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:44.5,6/17/25,18:05:44,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:45.9,6/17/25,18:05:45,FO,228,118,395,0,0.701,0,0.701
06:03.9,6/17/25,18:06:03,SLCE,,Light Curve end ,,,,,
06:13.6,6/17/25,18:06:13,SLCS,,Light Curve start ,2,,,,
06:13.6,6/17/25,18:06:13,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
06:13.6,6/17/25,18:06:13,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
06:15.0,6/17/25,18:06:14,FO,229,56,235,0,0.762,0,0.762
06:39.6,6/17/25,18:06:39,SLCE,,Light Curve end ,,,,,
07:12.9,6/17/25,18:07:12,SLCS,,Light Curve start ,3,,,,
07:12.9,6/17/25,18:07:12,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:12.9,6/17/25,18:07:12,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:14.3,6/17/25,18:07:14,FO,230,84,185,0,0.546,0,0.546
07:19.1,6/17/25,18:07:19,SLCE,,Light Curve end ,,,,,
07:28.1,6/17/25,18:07:28,SLCS,,Light Curve start ,3,,,,
07:28.1,6/17/25,18:07:28,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:28.1,6/17/25,18:07:28,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:29.5,6/17/25,18:07:29,FO,231,127,275,0,0.538,0,0.538
07:37.3,6/17/25,18:07:37,SLCE,,Light Curve end ,,,,,
07:56.3,6/17/25,18:07:56,SLCS,,Light Curve start ,3,,,,
07:56.3,6/17/25,18:07:56,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:56.3,6/17/25,18:07:56,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
07:57.7,6/17/25,18:07:57,FO,232,69,248,0,0.722,0,0.722
08:03.8,6/17/25,18:08:03,SLCE,,Light Curve end ,,,,,
08:25.8,6/17/25,18:08:25,SLCS,,Light Curve start ,4,,,,
08:25.8,6/17/25,18:08:25,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:25.8,6/17/25,18:08:25,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
08:27.2,6/17/25,18:08:27,FO,233,145,372,0,0.61,0,0.61
08:33.0,6/17/25,18:08:32,SLCE,,Light Curve end ,,,,,
09:02.0,6/17/25,18:09:02,SLCS,,Light Curve start ,4,,,,
09:02.0,6/17/25,18:09:02,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:02.0,6/17/25,18:09:02,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:03.4,6/17/25,18:09:03,FO,234,77,268,0,0.713,0,0.713
09:10.7,6/17/25,18:09:10,SLCE,,Light Curve end ,,,,,
09:56.2,6/17/25,18:09:56,SLCS,,Light Curve start ,4,,,,
09:56.2,6/17/25,18:09:56,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:56.2,6/17/25,18:09:56,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
09:57.6,6/17/25,18:09:57,FO,235,56,193,0,0.71,0,0.71
10:05.1,6/17/25,18:10:05,SLCE,,Light Curve end ,,,,,
13:10.9,6/17/25,18:13:10,SLCS,,Light Curve start ,5,,,,
13:10.9,6/17/25,18:13:10,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:10.9,6/17/25,18:13:10,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:12.3,6/17/25,18:13:12,FO,236,60,141,0,0.574,0,0.574
13:18.1,6/17/25,18:13:18,SLCE,,Light Curve end ,,,,,
13:30.3,6/17/25,18:13:30,SLCS,,Light Curve start ,5,,,,
13:30.3,6/17/25,18:13:30,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:30.3,6/17/25,18:13:30,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:31.7,6/17/25,18:13:31,FO,237,133,261,0,0.49,0,0.49
13:35.7,6/17/25,18:13:35,SLCE,,Light Curve end ,,,,,
13:48.2,6/17/25,18:13:48,SLCS,,Light Curve start ,5,,,,
13:48.2,6/17/25,18:13:48,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:48.2,6/17/25,18:13:48,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:49.6,6/17/25,18:13:49,FO,238,224,461,0,0.514,0,0.514
13:54.2,6/17/25,18:13:54,SLCE,,Light Curve end ,,,,,
15:29.1,6/17/25,18:15:29,SLCS,,Light Curve start ,6,,,,
15:29.1,6/17/25,18:15:29,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:29.1,6/17/25,18:15:29,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:30.5,6/17/25,18:15:30,FO,239,107,280,0,0.618,0,0.618
15:34.8,6/17/25,18:15:34,SLCE,,Light Curve end ,,,,,
15:42.8,6/17/25,18:15:42,SLCS,,Light Curve start ,6,,,,
15:42.8,6/17/25,18:15:42,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:42.8,6/17/25,18:15:42,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:44.2,6/17/25,18:15:44,FO,240,210,541,0,0.612,0,0.612
15:48.5,6/17/25,18:15:48,SLCE,,Light Curve end ,,,,,
15:53.7,6/17/25,18:15:53,SLCS,,Light Curve start ,6,,,,
15:53.7,6/17/25,18:15:53,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:53.7,6/17/25,18:15:53,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:55.1,6/17/25,18:15:55,FO,241,170,425,0,0.6,0,0.6
15:59.8,6/17/25,18:15:59,SLCE,,Light Curve end ,,,,,
16:46.9,6/17/25,18:16:46,SLCS,,Light Curve start ,7,,,,
16:46.9,6/17/25,18:16:46,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
16:46.9,6/17/25,18:16:46,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
16:48.3,6/17/25,18:16:48,FO,242,136,293,0,0.536,0,0.536
16:57.4,6/17/25,18:16:57,SLCE,,Light Curve end ,,,,,
17:05.2,6/17/25,18:17:05,SLCS,,Light Curve start ,7,,,,
17:05.2,6/17/25,18:17:05,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
17:05.2,6/17/25,18:17:05,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
17:06.6,6/17/25,18:17:06,FO,243,62,202,0,0.693,0,0.693
17:14.2,6/17/25,18:17:14,SLCE,,Light Curve end ,,,,,
17:34.9,6/17/25,18:17:34,SLCS,,Light Curve start ,7,,,,
17:34.9,6/17/25,18:17:34,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
17:34.9,6/17/25,18:17:34,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
17:36.3,6/17/25,18:17:36,FO,244,93,244,0,0.619,0,0.619
17:44.2,6/17/25,18:17:44,SLCE,,Light Curve end ,,,,,
18:00.9,6/17/25,18:18:00,SLCS,,Light Curve start ,8,,,,
18:00.9,6/17/25,18:18:00,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
18:00.9,6/17/25,18:18:00,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
18:02.3,6/17/25,18:18:02,FO,245,167,395,0,0.577,0,0.577
18:06.8,6/17/25,18:18:06,SLCE,,Light Curve end ,,,,,
18:12.6,6/17/25,18:18:12,SLCS,,Light Curve start ,8,,,,
18:12.6,6/17/25,18:18:12,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
18:12.6,6/17/25,18:18:12,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
18:14.0,6/17/25,18:18:14,FO,246,161,346,0,0.535,0,0.535
18:20.3,6/17/25,18:18:20,SLCE,,Light Curve end ,,,,,
18:54.5,6/17/25,18:18:54,SLCS,,Light Curve start ,8,,,,
18:54.5,6/17/25,18:18:54,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
18:54.5,6/17/25,18:18:54,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
18:55.9,6/17/25,18:18:55,FO,247,101,254,0,0.602,0,0.602
19:02.0,6/17/25,18:19:02,SLCE,,Light Curve end ,,,,,
00:14.6,6/17/25,19:00:14,SLCS,,Light Curve start ,1,,,,
00:14.6,6/17/25,19:00:14,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:14.6,6/17/25,19:00:14,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:16.0,6/17/25,19:00:15,FO,248,194,436,0,0.555,0,0.555
00:21.5,6/17/25,19:00:21,SLCE,,Light Curve end ,,,,,
00:33.3,6/17/25,19:00:33,SLCS,,Light Curve start ,1,,,,
00:33.3,6/17/25,19:00:33,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:33.3,6/17/25,19:00:33,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
00:34.6,6/17/25,19:00:34,FO,249,66,182,0,0.637,0,0.637
00:39.6,6/17/25,19:00:39,SLCE,,Light Curve end ,,,,,
01:02.0,6/17/25,19:01:01,SLCS,,Light Curve start ,1,,,,
01:02.0,6/17/25,19:01:01,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:02.0,6/17/25,19:01:01,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:03.3,6/17/25,19:01:03,FO,250,80,186,0,0.57,0,0.57
01:08.4,6/17/25,19:01:08,SLCE,,Light Curve end ,,,,,
01:31.7,6/17/25,19:01:31,SLCS,,Light Curve start ,2,,,,
01:31.7,6/17/25,19:01:31,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:31.7,6/17/25,19:01:31,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
01:33.1,6/17/25,19:01:33,FO,251,92,266,0,0.654,0,0.654
01:46.7,6/17/25,19:01:46,SLCE,,Light Curve end ,,,,,
02:15.4,6/17/25,19:02:15,SLCS,,Light Curve start ,2,,,,
02:15.4,6/17/25,19:02:15,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:15.4,6/17/25,19:02:15,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:16.8,6/17/25,19:02:16,FO,252,145,383,0,0.621,0,0.621
02:22.5,6/17/25,19:02:22,SLCE,,Light Curve end ,,,,,
02:35.5,6/17/25,19:02:35,SLCS,,Light Curve start ,2,,,,
02:35.5,6/17/25,19:02:35,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:35.5,6/17/25,19:02:35,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
02:36.9,6/17/25,19:02:36,FO,253,94,237,0,0.603,0,0.603
02:43.3,6/17/25,19:02:43,SLCE,,Light Curve end ,,,,,
03:07.6,6/17/25,19:03:07,SLCS,,Light Curve start ,3,,,,
03:07.6,6/17/25,19:03:07,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:07.6,6/17/25,19:03:07,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:09.0,6/17/25,19:03:08,FO,254,62,242,0,0.744,0,0.744
03:15.9,6/17/25,19:03:15,SLCE,,Light Curve end ,,,,,
03:28.5,6/17/25,19:03:28,SLCS,,Light Curve start ,3,,,,
03:28.5,6/17/25,19:03:28,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:28.5,6/17/25,19:03:28,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:29.9,6/17/25,19:03:29,FO,255,63,189,0,0.667,0,0.667
03:35.2,6/17/25,19:03:35,SLCE,,Light Curve end ,,,,,
03:49.3,6/17/25,19:03:49,SLCS,,Light Curve start ,3,,,,
03:49.3,6/17/25,19:03:49,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:49.3,6/17/25,19:03:49,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
03:50.7,6/17/25,19:03:50,FO,256,79,165,0,0.521,0,0.521
03:55.5,6/17/25,19:03:55,SLCE,,Light Curve end ,,,,,
04:34.8,6/17/25,19:04:34,SLCS,,Light Curve start ,4,,,,
04:34.8,6/17/25,19:04:34,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:34.8,6/17/25,19:04:34,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
04:36.2,6/17/25,19:04:36,FO,257,64,170,0,0.624,0,0.624
04:41.6,6/17/25,19:04:41,SLCE,,Light Curve end ,,,,,
05:07.6,6/17/25,19:05:07,SLCS,,Light Curve start ,4,,,,
05:07.6,6/17/25,19:05:07,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:07.6,6/17/25,19:05:07,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:09.0,6/17/25,19:05:09,FO,258,89,128,0,0.305,0,0.305
05:13.7,6/17/25,19:05:13,SLCE,,Light Curve end ,,,,,
05:58.6,6/17/25,19:05:58,SLCS,,Light Curve start ,4,,,,
05:58.6,6/17/25,19:05:58,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
05:58.6,6/17/25,19:05:58,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
06:00.0,6/17/25,19:06:00,FO,259,51,201,0,0.746,0,0.746
06:05.5,6/17/25,19:06:05,SLCE,,Light Curve end ,,,,,
10:23.1,6/17/25,19:10:23,SLCS,,Light Curve start ,5,,,,
10:23.1,6/17/25,19:10:23,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:23.1,6/17/25,19:10:23,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:24.5,6/17/25,19:10:24,FO,260,116,187,0,0.38,0,0.38
10:30.2,6/17/25,19:10:30,SLCE,,Light Curve end ,,,,,
10:39.9,6/17/25,19:10:39,SLCS,,Light Curve start ,5,,,,
10:39.9,6/17/25,19:10:39,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:39.9,6/17/25,19:10:39,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
10:41.3,6/17/25,19:10:41,FO,261,294,544,0,0.46,0,0.46
10:46.0,6/17/25,19:10:45,SLCE,,Light Curve end ,,,,,
11:11.8,6/17/25,19:11:11,SLCS,,Light Curve start ,5,,,,
11:11.8,6/17/25,19:11:11,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:11.8,6/17/25,19:11:11,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:13.2,6/17/25,19:11:13,FO,262,136,325,0,0.582,0,0.582
11:21.6,6/17/25,19:11:21,SLCE,,Light Curve end ,,,,,
11:46.0,6/17/25,19:11:46,SLCS,,Light Curve start ,6,,,,
11:46.0,6/17/25,19:11:46,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:46.0,6/17/25,19:11:46,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
11:47.4,6/17/25,19:11:47,FO,263,226,572,0,0.605,0,0.605
11:53.2,6/17/25,19:11:53,SLCE,,Light Curve end ,,,,,
12:09.4,6/17/25,19:12:09,SLCS,,Light Curve start ,6,,,,
12:09.4,6/17/25,19:12:09,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:09.4,6/17/25,19:12:09,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:10.8,6/17/25,19:12:10,FO,264,204,535,0,0.619,0,0.619
12:16.2,6/17/25,19:12:16,SLCE,,Light Curve end ,,,,,
12:31.0,6/17/25,19:12:31,SLCS,,Light Curve start ,6,,,,
12:31.0,6/17/25,19:12:31,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:31.0,6/17/25,19:12:31,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:32.4,6/17/25,19:12:32,FO,265,149,465,0,0.68,0,0.68
12:38.7,6/17/25,19:12:38,SLCE,,Light Curve end ,,,,,
12:55.1,6/17/25,19:12:55,SLCS,,Light Curve start ,7,,,,
12:55.1,6/17/25,19:12:55,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:55.1,6/17/25,19:12:55,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
12:56.5,6/17/25,19:12:56,FO,266,112,277,0,0.596,0,0.596
13:02.9,6/17/25,19:13:02,SLCE,,Light Curve end ,,,,,
13:09.6,6/17/25,19:13:09,SLCS,,Light Curve start ,7,,,,
13:09.6,6/17/25,19:13:09,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:09.6,6/17/25,19:13:09,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:11.0,6/17/25,19:13:10,FO,267,108,307,0,0.648,0,0.648
13:16.5,6/17/25,19:13:16,SLCE,,Light Curve end ,,,,,
13:34.4,6/17/25,19:13:34,SLCS,,Light Curve start ,7,,,,
13:34.4,6/17/25,19:13:34,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:34.4,6/17/25,19:13:34,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
13:35.8,6/17/25,19:13:35,FO,268,108,261,0,0.586,0,0.586
13:42.2,6/17/25,19:13:42,SLCE,,Light Curve end ,,,,,
14:10.7,6/17/25,19:14:10,SLCS,,Light Curve start ,8,,,,
14:10.7,6/17/25,19:14:10,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:10.7,6/17/25,19:14:10,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:12.1,6/17/25,19:14:12,FO,269,85,246,0,0.654,0,0.654
14:16.3,6/17/25,19:14:16,SLCE,,Light Curve end ,,,,,
14:37.1,6/17/25,19:14:37,SLCS,,Light Curve start ,8,,,,
14:37.1,6/17/25,19:14:37,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:37.1,6/17/25,19:14:37,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
14:38.5,6/17/25,19:14:38,FO,270,75,249,0,0.699,0,0.699
14:44.1,6/17/25,19:14:44,SLCE,,Light Curve end ,,,,,
15:55.2,6/17/25,19:15:55,SLCS,,Light Curve start ,8,,,,
15:55.2,6/17/25,19:15:55,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:55.2,6/17/25,19:15:55,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
15:56.6,6/17/25,19:15:56,FO,271,60,189,0,0.683,0,0.683
16:03.3,6/17/25,19:16:03,SLCE,,Light Curve end ,,,,,